Nanyang Technological University (NTU),,,,,,,
Nationality,Education Track,Results (GPA),A-level Results,IB Score,University,Course Name,Results
Singaporean,Poly,3.94,,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,76.25,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,76.25,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,74.25,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,74.25,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,Poly,3.83,,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,71.25,,NTU,Accountancy,Accepted by direct entry/discovery day
Singaporean,Poly,3.89,,,NTU,Accountancy & Business,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NTU,Accountancy And Business,Accepted by direct entry/discovery day
Singaporean,JC,,81,,NTU,Accountancy And Business,Accepted by direct entry/discovery day
Singaporean,JC,,81,,NTU,Accountancy And Business With A Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Accountancy With A Minor In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Accountancy With A Minor In Digitalisation And Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Accountancy With A Minor In Digitalisation And Data Analytics,Accepted by direct entry/discovery day
Singaporean,Poly,3.85,,,NTU,Accountancy With A Minor In Digitalisation And Data Analytics,Accepted by ABA
PR,JC,,83.75,,NTU,Accountnacy And Business,Accepted by direct entry/discovery day
Singaporean,JC,,85.5,,NTU,Bachelor Of Science In Biological Sciences With Second Major In Biomedical Structural Biology,Accepted by direct entry/discovery day
Singaporean,Poly,3.76,,,NTU,Bioengineering,Accepted by direct entry/discovery day
Singaporean,JC,,70,,NTU,Bioengineering,Accepted by direct entry/discovery day
Singaporean,JC,,87.5 + H3 Merit,,NTU,Bioengineering With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,77.5,,NTU,Biological Science,Accepted by direct entry/discovery day
Singaporean,Poly,3.88,,,NTU,Biological Science,Accepted by direct entry/discovery day
Singaporean,JC,,81 RP w MT,,NTU,Biological Science With Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NTU,Biological Sciences,Accepted by ABA
Singaporean,Poly,3.79,,,NTU,Biological Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Biological Sciences,Accepted by direct entry/discovery day
Singaporean,IB,,,39,NTU,Biological Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NTU,Biological Sciences With A Second Major In Biomedical Structural Biology,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Biological Sciences With A Second Major In Biomedical Structural Biology,Accepted by direct entry/discovery day
International,JC,,88.75,,NTU,Biological Sciences With A Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Biological Sciences With A Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Biological Sciences With A Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Biological Sciences With A Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,IB,,,40,NTU,Biological Sciences With A Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,85,,NTU,Biological Sciences With A Second Major In Sustainability,Accepted by direct entry/discovery day
PR,JC,,86.625,,NTU,Biological Sciences With Second Major In Biomedical Structural Biology,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,85,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,87.75,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 pass,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Biological Sciences With Second Major In Medicinal Chemistry And Pharmacology,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NTU,Biomedical Science And Biobusiness,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Biomedical Science And Biobusiness,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 merit,,NTU,Biomedical Sciences And Biobusiness,Accepted by direct entry/discovery day
International,JC,,85.5,,NTU,Biomedicine With Second Major In Biobusiness,Accepted by direct entry/discovery day
Singaporean,Poly,3.9,,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,Poly,3.9,,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,77.625,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,Poly,3.76,,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Business,Accepted by direct entry/discovery day
PR,JC,,82.5,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,Poly,3.79,,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,Poly,3.77,,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,76.25,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,73.75,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,Poly,3.708,,,NTU,Business,Accepted by ABA
Singaporean,Poly,3.78,,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,75.375,,NTU,Business,Accepted by direct entry/discovery day
Singaporean,JC,,72.5,,NTU,Business,Accepted by direct entry/discovery day
PR,Poly,3.69,,,NTU,Business,Accepted by ABA
Singaporean,JC,,72.5,,NTU,Business,Accepted by direct entry/discovery day
PR,JC,,77.5,,NTU,Business,Accepted by direct entry/discovery day
International,JC,,72.5,,NTU,Business,Rejected
Singaporean,Poly,3.76,,,NTU,Business (Single Degree),Accepted by direct entry/discovery day
Singaporean,IB,,,42,NTU,Business And Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NTU,Business And Accountancy,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Business And Computing,Accepted by direct entry/discovery day
Singaporean,JC,,75.3,,NTU,Business With Minor In International Trading,Accepted by direct entry/discovery day
Singaporean,Poly,3.5,,,NTU,Business With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
PR,JC,,85,,NTU,Business With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,78.75 w MTL,,NTU,Business With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,75.375,,NTU,Business With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Business With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Business With Second Major In Entrepreneurship,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NTU,Business With Second Major In Sustainability,Accepted by direct entry/discovery day
Singaporean,Poly,3.79,,,NTU,Business With Second Major In Sustainability,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NTU,Ceg,Accepted by direct entry/discovery day
Singaporean,Poly,3.66,,,NTU,Chemical & Biomolecular Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Chemical & Biomolecular Engineering,Accepted by direct entry/discovery day
PR,Poly,3.58,,,NTU,Chemistry & Biological Chemistry,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Chemistry And Biological Chemistry,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Chemistry And Biological Chemistry,Accepted by ABA
Singaporean,JC,,75,,NTU,Chemistry And Biological Chemistry,Accepted by direct entry/discovery day
Singaporean,JC,,73.75,,NTU,Chemistry And Biological Chemistry,Accepted by direct entry/discovery day
Singaporean,Poly,3.51,,,NTU,Chemistry And Biological Chemistry,Accepted by ABA
Singaporean,JC,,69.75(with MTL),,NTU,Chemistry And Biological Chemistry,Accepted by direct entry/discovery day
Singaporean,Poly,3.7,,,NTU,Chemistry And Biological Chemistry,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Chemistry And Biological Chemistry With A Second Major In Data Analytics,Accepted by direct entry/discovery day
International,JC,,86.25 + H3 Dist (applied during EASE),,NTU,Chemistry And Biological Chemistry With Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,Poly,3.56,,,NTU,Civil Engineering With A Minor In Business,Accepted by direct entry/discovery day
Singaporean,IB,,,42,NTU,Civil Engineering With Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Communication Studies,Accepted by ABA
Singaporean,JC,,81.25,,NTU,Communication Studies,Accepted by direct entry/discovery day
Singaporean,JC,,88.875 (interview batch C),,NTU,Communication Studies With A Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Communications Studies,Accepted by direct entry/discovery day
Singaporean,JC,,81rp,,NTU,Communications Studies,Accepted by ABA
Singaporean,JC,,73.75,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NTU,Computer Engineering,Accepted by direct entry/discovery day
PR,JC,,78.75,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,77.625,,NTU,Computer Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Computer Engineering With Minor In Translation,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 Merit,,NTU,Computer Science,Accepted by direct entry/discovery day
International,JC,,88.875,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,85,,NTU,Computer Science,Accepted by direct entry/discovery day
International,Poly,3.92,,,NTU,Computer Science,Accepted by direct entry/discovery day
PR,JC,,83.75,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,84.375,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,Poly,3.84,,,NTU,Computer Science,Accepted by direct entry/discovery day
International,JC,,86.25,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,Poly,3.83,,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,81.25,,NTU,Computer Science,Accepted by ABA
PR,Poly,3.77,,,NTU,Computer Science,Accepted by direct entry/discovery day
PR,JC,,86.625,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,Poly,3.68,,,NTU,Computer Science,Accepted by ABA
Singaporean,Poly,3.83,,,NTU,Computer Science,Rejected
Singaporean,Poly,3.78,,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Computer Science,Accepted by direct entry/discovery day
Singaporean,IB,,,44,NTU,Computer Science With A Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Computer Science With Second Major In Business,Accepted by direct entry/discovery day
PR,JC,,83.75,,NTU,Computer Science With Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,82.125 (with MTL),,NTU,Computer Science With Second Major In Business,Accepted by direct entry/discovery day
PR,JC,,87.75 + H3 Distinction,,NTU,Computer Science With Second Major In Business,Accepted by direct entry/discovery day
PR,JC,,87.5,,NTU,Computer Science With Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Data Science & Ai,Accepted by direct entry/discovery day
International,JC,,86.25,,NTU,Data Science And Artifical Intelligence,Accepted by direct entry/discovery day
PR,JC,,87.5,,NTU,Data Science And Artifical Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,87.75,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
PR,JC,,87.5,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,IB,,,43,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,84.375,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,85,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
PR,JC,,81,,NTU,Data Science And Artificial Intelligence,Accepted by direct entry/discovery day
Singaporean,JC,,84.375,,NTU,Double Degree Biz And Computing,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Double Degree In Accountancy And Business With A Minor In International Trading,Accepted by direct entry/discovery day
Singaporean,JC,,87.75,,NTU,Double Degree In Business And Computer Science,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Double Degree In Business And Computing,Shortlisted for interview/written test but rejected
Singaporean,JC,,87.5,,NTU,Double Degree In Business And Computing,Accepted by direct entry/discovery day
PR,JC,,87.5,,NTU,Double Degree In Business And Computing,Accepted by direct entry/discovery day
Singaporean,JC,,85.5,,NTU,Double Degree In Business And Computing,Accepted by direct entry/discovery day
Singaporean,JC,,85,,NTU,Double Degree In Business And Computing,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Double Degree In Computer Science And Economics,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NTU,Double Degree Tcm And Biomed,Accepted by ABA
Singaporean,JC,,88.75,,NTU,Double Major In Biomedical Science And Biobusiness,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Merit (Applied during EASE),,NTU,Double Major In Economics And Psychology,Accepted by direct entry/discovery day
International,JC,,85.5,,NTU,Double Major In Mathematics And Computer Science,Accepted by direct entry/discovery day
International,JC,,87.5 + H3 Dist,,NTU,Double Major In Physics And Mathematical Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,82.125,,NTU,Double Major In Physics And Mathematical Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,76.25,,NTU,Economics,Accepted by direct entry/discovery day
Singaporean,JC,,73.75,,NTU,Economics,Accepted by direct entry/discovery day
PR,IB,,,37,NTU,Economics,Accepted by direct entry/discovery day
Singaporean,JC,,74.25,,NTU,Economics,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
PR,JC,,90,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Distinction,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
PR,JC,,85 (1st choice) + H3 ungraded,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
Singaporean,JC,,86.25 + H3 Merit,,NTU,Economics And Data Science,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Economics And Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,86.625,,NTU,Economics And Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Economics And Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Economics And Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Economics With A Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Economics With Second Major In Business,Accepted by direct entry/discovery day
Singaporean,Poly,3.5,,,NTU,Eee,Accepted by direct entry/discovery day
Singaporean,Poly,3.73,,,NTU,Electrical & Electronic Engineering,Accepted by direct entry/discovery day
PR,JC,,65.25,,NTU,Electrical And Electronic Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,unsubmitted,,NTU,Electrical And Electronic Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Electrical And Electronic Engineering With A Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,Poly,3.67,,,NTU,English,Accepted by ABA
Singaporean,JC,,88.875 (with mtl),,NTU,English And Philosophy (Double Major),Accepted by direct entry/discovery day
Singaporean,Poly,3.68,,,NTU,English Literature And Art History,Accepted by ABA
Singaporean,JC,,88.75,,NTU,English Literature And History,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Environmental Earth System Science,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Environmental Earth Systems Science And Public Policy & Global Affairs,Accepted by direct entry/discovery day
PR,JC,,85,,NTU,Environmental Earth Systems Science And Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NTU,Environmental Earth Systems Science With A Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,70.875,,NTU,Environmental Engineering With Minor In Business,Accepted by direct entry/discovery day
Singaporean,JC,,71.77,,NTU,History,Accepted by direct entry/discovery day
Singaporean,Poly,3.39,,,NTU,History,Accepted by ABA
Singaporean,JC,,73.13,,NTU,History,Accepted by ABA
Singaporean,JC,,69.75,,NTU,History,Accepted by ABA
Singaporean,JC,,81.25,,NTU,History,Accepted by direct entry/discovery day
Singaporean,JC,,83.75+H3 Pass,,NTU,History With Second Major In Lms,Accepted by direct entry/discovery day
Singaporean,Poly,3.68,,,NTU,Information Engineering & Media,Accepted by direct entry/discovery day
Singaporean,JC,,72.5,,NTU,Information Engineering And Media,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Linguistics And Multilingual Studies,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Linguistics And Multilingual Studies,Accepted by direct entry/discovery day
PR,JC,,75 with MTL,,NTU,Linguistics And Multilingual Studies,Accepted by direct entry/discovery day
Singaporean,Poly,3.57,,,NTU,Linguistics And Multilingual Studies,Accepted by ABA
Singaporean,JC,,69.75,,NTU,Maritime Studies,Accepted by direct entry/discovery day
Singaporean,JC,,68.75rp,,NTU,Maritime Studies,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Materials Engineering With A Second Major In Business,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 merit,,NTU,Mathematical And Computer Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,88.875 + H3 Merit,,NTU,Mathematical And Computer Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Mathematical And Computer Sciences,Accepted by direct entry/discovery day
Singaporean,Poly,3.8,,,NTU,Mathematical And Computer Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Mathematical Science,Accepted by direct entry/discovery day
Singaporean,JC,,81,,NTU,Mathematical Science With Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,77.6 (with MTL),,NTU,Mathematical Science With Second Major In Sustainability,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NTU,Mathematical Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Mathematical Sciences,Accepted by direct entry/discovery day
PR,JC,,72,,NTU,Mathematical Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Mathematical Sciences With A Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Mathematical Sciences With A Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,82.125,,NTU,Mathematical Sciences With A Second Major In Data Analytics,Accepted by direct entry/discovery day
Singaporean,JC,,73.125,,NTU,Mechanical Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,71.25,,NTU,Mechanical Engineering,Accepted by direct entry/discovery day
Singaporean,JC,,74.25,,NTU,Mechanical Engineering,Accepted by direct entry/discovery day
Singaporean,Poly,3.33,,,NTU,Mechanical Engineering,Accepted by ABA
International,JC,,82.5,,NTU,Mechanical Engineering,Accepted by direct entry/discovery day
International,Poly,3.98,,,NTU,Mechanical Engineering (Direct 2Nd Year),Accepted by direct entry/discovery day
PR,Poly,3.6,,,NTU,Mechanical Engineering (Direct 2Nd Year),Accepted by direct entry/discovery day
Singaporean,JC,,88.75 H3 distinction,,NTU,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,87.5 (3H2+1H1),,NTU,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Medicine,Shortlisted for interview/written test but rejected
Singaporean,JC,,90 + H3 Merit,,NTU,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Medicine,Accepted by direct entry/discovery day
Singaporean,IB,,,43,NTU,Medicine,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Medicine,Accepted by direct entry/discovery day
International,IB,,,42/45,NTU,Medicine,Rejected
Singaporean,JC,,88.75,,NTU,Medicine,Accepted by direct entry/discovery day
Singaporean,Poly,3.54,,,NTU,Philosophy,Accepted by ABA
Singaporean,JC,,78.75,,NTU,Ppga,Rejected
Singaporean,JC,,86.25,,NTU,Psychology,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Psychology,Accepted by direct entry/discovery day
Singaporean,JC,,81,,NTU,Psychology,Accepted by direct entry/discovery day
Singaporean,JC,,80,,NTU,Psychology,Accepted by direct entry/discovery day
Singaporean,Poly,4,,,NTU,Psychology,Accepted by direct entry/discovery day
Singaporean,JC,,82.5,,NTU,Psychology,Accepted by direct entry/discovery day
Singaporean,Poly,3.56,,,NTU,Psychology And Linguistics & Multilingual Studies,Accepted by ABA
Singaporean,JC,,86.25,,NTU,Psychology With A 2Nd Major In Biological Sciences,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Psychology With Second Major In Biological Science,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,IB,,,45,NTU,Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,85.5rp,,NTU,Public Policy & Global Affairs,Accepted by direct entry/discovery day
Singaporean,IB,,,45,NTU,Public Policy & Global Affairs,Accepted by direct entry/discovery day
PR,JC,,90 + H3 Merit,,NTU,Public Policy & Global Affairs + Economics,Accepted by direct entry/discovery day
Singaporean,JC,,Nil (Accepted through EASE),,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,90,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,83.25,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,83.75,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Merit,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,88.875,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Distinction,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,88.75 + H3 Distinction,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,83.25 + H3 Distinction,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,Poly,3.66,,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,Poly,3.78,,,NTU,Public Policy And Global Affairs,Accepted by direct entry/discovery day
Singaporean,JC,,87.75 (including mtl),,NTU,Public Policy And Global Affairs (Ppga),Accepted by direct entry/discovery day
Singaporean,JC,,86.25,,NTU,Public Policy And Global Affairs With A Second Major In Media And Journalism Studies,Accepted by direct entry/discovery day
Singaporean,JC,,88.75,,NTU,Renaissance Engineering,Shortlisted for interview/written test but rejected
Singaporean,JC,,90 + H3 Merit,,NTU,Renaissance Engineering,Accepted by direct entry/discovery day
PR,JC,,88.75 + H3 Merit,,NTU,Renaissance Engineering Programme,Accepted by direct entry/discovery day
Singaporean,JC,,87.5,,NTU,Renaissance Engineering Programme,Rejected
Singaporean,JC,,90,,NTU,Renaissance Engineering Programme,Accepted by direct entry/discovery day
Singaporean,JC,,90 + H3 Merit,,NTU,Rep,Accepted by direct entry/discovery day
PR,JC,,90 + H3 Pass,,NTU,Rep,Accepted by direct entry/discovery day
Singaporean,JC,,83.5,,NTU,Sociology,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Sociology,Accepted by direct entry/discovery day
Singaporean,JC,,78.75,,NTU,Sociology,Accepted by direct entry/discovery day
Singaporean,JC,,76.5,,NTU,Sociology,Accepted by direct entry/discovery day
Singaporean,JC,,76.25,,NTU,Sociology,Accepted by direct entry/discovery day
Singaporean,JC,,75,,NTU,Sociology,Accepted by direct entry/discovery day
Singaporean,JC,,73.125 (with MTL),,NTU,Sociology,Accepted by direct entry/discovery day